# airport-id	latitude	longitude	airport-name
02II	40.06230163574219	-86.21050262451172	King Ultralightport
02IN	40.208900451660156	-85.54080200195312	Diamond P. Field
02IS	42.274600982666016	-87.9572982788086	Condell Medical Center Heliport
02KS	39.222198486328125	-96.0552978515625	Jmj Landing Airport
02KT	38.181441	-83.443319	St Claire Healthcare Heliport
02KY	38.190282	-84.906442	Boone National Guard Heliport
02LA	32.531491	-93.659939	Louisiana State Police Troop G Heliport
02LS	30.148300170898438	-91.91899871826172	Windy Hill Heliport
02MA	41.419601	-70.927002	Cuttyhunk Heliport
02MD	38.672544	-76.709739	Garner Field
02ME	43.537467	-70.930685	Nadeau's Airfield
02MI	43.157100677490234	-85.14849853515625	Fairplains Airpark
02MN	48.686527	-96.191976	Greenbush Municipal Airport
02MO	39.04999923706055	-91.03350067138672	Troy Airpark
02MS	34.095701	-90.846131	Watts Field
02MT	47.2374	-111.74304	Barrett Field
02MU	36.655612	-93.802387	Timber Line Airpark
02NC	35.540477	-80.598047	Race City Heliport
02NE	41.074501037597656	-96.90450286865234	Benes Service Airport
02NH	44.657100677490234	-71.21910095214844	Iroquois Landing Seaplane Base
02NJ	40.55730056762695	-74.46710205078125	Penske Heliport
02NR	35.592197	-77.377372	McGee 02 Heliport
02NV	41.299551	-118.926709	Paiute Meadows Airport
02NY	43.132598876953125	-75.65550231933594	Hansen Heliport
02OH	41.376399993896484	-83.08329772949219	Zimmerman Airport
02OI	41.801998138427734	-80.56539916992188	Murtha Airport
02OK	35.458401	-97.525297	Canon Heliport
02OL	34.811412	-95.307727	War Veterans Colony Heliport
02OR	45.68149948120117	-121.31600189208984	Rowena Dell Airport
02P	40.403596	-77.556602	Stottle Memorial Heliport
02PA	40.438301	-79.769997	Lag III Heliport
02PN	40.06959915161133	-75.4552001953125	Peco Berwyn Heliport
02PR	18.464924	-66.363773	Cuylers Airport
02PS	41.90063	-77.230025	Hughes Ultralightport
02SC	32.760211	-81.225872	Harpers Airport
02T	45.769100189208984	-112.98200225830078	Wise River Airport
02TA	28.722177	-95.875813	Matagorda Shore Facility Heliport
02TE	32.39540100097656	-96.86419677734375	Baylor Medical Center Heliport
02TN	35.780355	-86.585521	Ellis Field
02TS	32.747601	-97.370003	FWOMC Heliport
02TX	33.370403	-101.922882	The Palms At Kitty Hawk Airport
02UT	41.369336	-113.841019	Lucin Airport
02VA	38.435699462890625	-77.8572006225586	The Greenhouse Airport
02VG	36.63880157470703	-82.11669921875	Northstar Aviation Heliport
02WA	47.15230178833008	-122.09400177001953	Cawleys South Prairie Airport
02WI	45.031898498535156	-92.65579986572266	Beer Airport
02WN	48.74580001831055	-119.31900024414062	Fowler Field
02XA	33.591319	-95.882864	JLS Farms Airport
02XS	30.100941	-97.672607	Seidel Ranch Airport
03AA	61.556055	-149.284527	Trapper T Heliport
03AK	60.72722244262695	-151.13278198242188	Joe Clouds Seaplane Base
03AL	34.662604	-86.046774	Highland Medical Center Heliport
03AR	34.357601165771484	-92.78849792480469	Hscmh Heliport
03AZ	31.430971	-110.088087	Thompson International Aviation Airport
03CA	32.779484	-117.006952	Grossmont Hospital Heliport
03CO	40.211608	-104.744781	Kugel-Strong Airport
03FA	27.353099822998047	-81.40809631347656	Lake Persimmon Airstrip
03FD	30.8288	-85.731003	Tharpe Airport
03FL	26.683716	-80.186561	Ranger Heliport
03GA	32.561626	-81.85509	HIA Airport
03I	39.644199	-83.018204	Clarks Dream Strip
03IA	41.581902	-92.461304	East Field
03ID	44.793965	-116.531543	Flying Y Ranch Airport
03II	37.9620018005	-87.7789001465	Davis Field Ultralightport
03IL	41.40230178833008	-87.81670379638672	Wix Airport
03IN	40.18000030517578	-86.01249694824219	Heinzman Airport
03IS	38.904999	-90.173401	OSF St Anthony's Health Center Heliport
03KS	39.86470031738281	-95.26409912109375	Valley Grain Heliport
03KY	37.796085	-87.53859	Flying H Farms Airport
03LA	30.199600219726562	-91.12789916992188	Damien Heliport
03LS	32.159000396728516	-91.70800018310547	Fmc Nr 1 Heliport
03M	44.320899963378906	-69.8895034790039	Lakeside Marina Seaplane Base
03MA	42.393431	-72.551553	Hadley Airport
03MD	39.518427	-76.346022	Upper Chesapeake Medical Center Heliport
03ME	44.084251	-70.626905	Maple Ridge Airport
03MI	43.550899505615234	-83.86219787597656	Harold Miller Heliport
03MN	43.62519836425781	-95.22470092773438	Nauerth Land Ranch Airport
03MO	37.884499	-93.131599	Cahoochie Airport
03MS	32.31880187988281	-90.8832015991211	Vicksburg Medical Center Heliport
03MT	47.267327	-111.71748	Cascade Field
03MU	38.4925	-94.412498	McDonnell Airport
03N	11.222	169.852005	Utirik Airport
03NC	34.10430145263672	-77.9041976928711	Pilots Ridge Airport
03ND	48.626399993896484	-97.8290023803711	Olafson Brothers Airport
03NE	41.5463981628418	-99.3311996459961	Hyde Ranch Airport
03NH	42.815399169921875	-71.12439727783203	Lorden Heliport
03NJ	40.668713	-74.410152	AT&T Heliport
03NM	36.862377	-104.442853	Miner's Colfax Medical Center Heliport
03NR	35.63027	-78.50392	Johnston Medical Center Heliport
03NV	40.58440017700195	-115.2979965209961	Llama Ranch Airport
03NY	40.958308	-72.717326	Talmage Field
03OH	41.416933	-83.018339	Gibbs Field
03OI	41.420312	-81.599552	Cleveland Clinic, Marymount Hospital Heliport
03OK	36.041259	-96.161517	Sahoma Lake Airport
03OL	35.012334	-97.702735	Bluebird Airport
03OR	45.85540008544922	-117.48400115966797	Powwatka Ridge Airport
03PA	40.162899017333984	-75.4656982421875	Collegeville Heliport
03PN	41.066861	-76.180806	M.P. Metals Heliport
03PR	39.065931	-94.938417	Sun View Field Airport
03PS	40.849998	-77.905602	Ziggy's Field
03S	45.401798248291016	-122.22899627685547	Sandy River Airport
03SC	33.8650016784668	-78.66190338134766	Seacoast Medical Center Heliport
03TA	30.262699	-96.500198	Gay Hill Farm Airport
03TE	27.490812	-98.669615	Barronena Ranch Airport
03TN	35.92250061035156	-83.57939910888672	Eagles Landing Heliport
03TS	31.4658	-100.43397	Shannon Medical Center Heliport
03TT	29.632117	-95.932481	Brazos Polo Airport
03TX	29.580929	-95.30508	M D K Field Heliport
03UT	37.114384	-109.99014	AZ Minerals Corporation Airport
03VA	38.66460037231445	-77.57969665527344	Whipoorwill Springs Airport
03WA	47.408199310302734	-117.37200164794922	Spangle Field
03WI	44.028873	-88.883945	Zink Airport
03WN	45.875	-120.66999816894531	Aerostone Ranch Airport
03WT	48.524894	-122.912394	Lopez Medical Clinic Heliport
03XA	31.7574	-106.346895	Del Sol Medical Center Heliport
03XS	31.318099975585938	-100.75399780273438	Creekside Airport
04AA	60.535833	-150.811387	Flying W Ranch Airport
04AL	33.62639999	-85.96720123	Anniston AHP (Anniston Army Depot)
04AN	61.737511	-148.700724	North 40 Airport
04AR	34.574319	-92.586047	Saline Memorial Hospital Heliport
04AZ	36.147197	-109.560771	Chinle Airport
04CA	34.5639	-117.675003	Gray Butte Field
04CL	33.08169937133789	-116.44100189208984	Hunt's Sky Ranch Airport
04CT	41.75510025024414	-73.05239868164062	Shingle Mill Heliport
04F	32.098801	-98.525325	De Leon Municipal Airport
04FA	25.558700561523438	-80.51509857177734	Richards Field
04FD	27.929372	-82.336981	Tampa General Hospital Brandon Healthplex Heliport
04FL	29.240353	-81.222525	Cross Creek Farms Airport
04I	39.91120147705078	-83.18879699707031	Columbus Southwest Airport
04IA	41.08829879760742	-92.05460357666016	Middlekoop Airport
04ID	43.877015	-116.538365	Lanham Field
04II	41.1306	-84.994102	Turkey Run Airport
04IL	40.6375007629	-89.0070037842	Schertz Aerial Service - Hudson Airport
04IN	41.701389	-85.113056	Lake Gage Seaplane Base
04IS	40.1786003112793	-88.56900024414062	Van Gorder Airport
04KS	38.978901	-95.219704	Robinson Industries Heliport
04KY	37.135101318359375	-85.78939819335938	Natchez Trace Farm Airport
04LA	30.051001	-90.703848	Saint James Parish Hospital Heliport
04LL	42.13610076904297	-88.28759765625	Brunner Airport
04LS	30.44610023498535	-91.10530090332031	La National Guard Heliport
04MA	42.810908	-71.140959	Goddard Field
04MD	39.51810073852539	-75.82140350341797	Chesapeake City Heliport
04ME	44.66669845581055	-69.8938980102539	Beech Hill Airport
04MI	42.53450012207031	-84.62830352783203	Rapids Airway Airport
04MN	47.985801696777344	-94.68689727783203	Helblad Airport
04MO	39.301201	-91.4515	Airpark Private Airport
04MS	32.940537	-90.836683	Nick's Flying Service Inc Airport
04MT	47.13749777779999	-106.488095	Pluhar Airport
04NC	35.739200592	-78.7822036743	Western Wake Medical Center Heliport
04NE	41.159999847399995	-101.299003601	Mc Connell Field Airport
04NJ	39.596801757799994	-75.2334976196	Emmanuel Airport
04NR	34.775671	-77.392244	McGee 04 Heliport
04NV	35.7555007935	-115.665000916	Kingston Ranch Airport
04NY	42.262298584	-73.6961975098	Klaverack Airport
04OG	45.530833	-123.085556	Teufel Heliport
04OH	41.2477	-81.100701	Bossow Airport
04OK	36.1152992249	-97.079498291	Stillwater Medical Center Heliport
04OR	44.7499008179	-120.200996399	Collins Landing Strip
04PA	39.87929916379999	-75.2287979126	S & C Distribution Center Heliport
04PN	40.0306619	-75.63021	Strawbridge & Clothier Exton Heliport
04SC	34.842188	-82.60714	Emergency Helipad
04SD	44.993124	-101.243011	Cheyenne River Health Center Heliport
04TA	30.270262	-97.745275	Capitol National Bank Building Heliport
04TE	29.699687	-95.39069	Veterans Affairs Medical Center Heliport
04TN	36.183300018299995	-82.67890167239999	Hensley Airpark
04TS	30.553284	-97.605358	Hummingbird Heliport
04TT	29.713072	-99.545642	4D Ranch Airport
04TX	31.732779	-97.369326	Pocock Airport
04UT	37.006689	-110.794701	Navajo Mountain Airport
04V	38.0990833	-106.1743889	Saguache Municipal Airport
04VA	36.898	-82.078	Russell County Medical Center Heliport
04VG	37.706546	-77.201621	Manquin Flight Park Ultralightport
04VT	44.4011001587	-72.26360321039999	Lightning Bolt Field Airport
04W	46.0228	-92.895401	Field of Dreams Airport
04WA	47.581795	-117.437131	Ox Meadows Airport
04WI	42.523399353	-88.0167007446	Dutch Gap Airstrip
04WN	46.95835	-119.63864	Stillwater Creek Airport
04WV	39.6536111111	-79.9561111111	West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport
04XA	33.283933	-98.402861	Pecan Field
04XS	32.5821	-97.142502	Schmidts Heliport
05AK	61.66830063	-149.1880035	Wasilla Creek Airpark
05AL	31.2311992645	-85.64969635010002	Allen Stagefield Army Heliport
05AR	36.000633	-93.57025	Ozark Skies Airpark
05AZ	32.683452	-114.634346	Yuma Regional Medical Center Heliport
05B	47.158901	-67.931999	Van Buren Seaplane Base
05CA	34.136516	-118.714685	Lost Hills Sheriff's Station Heliport
05CL	38.6106987	-122.39099884	Pope Valley Airport
05CO	40.214984	-104.984423	Rancho de Aereo Airport
05CT	41.7737007141	-73.1162033081	O And G Heliport
05FA	30.918899536132812	-86.21829986572266	Melanie's Airport
05FD	25.960899353027344	-80.13919830322266	Aventura Heliport
05FL	26.52018	-81.41031	Charlton Strip
05GA	32.0713996887207	-84.71440124511719	Raju Airport
05IA	43.13750076293945	-93.06829833984375	Spotts Field
05ID	45.914101	-114.835999	Running Creek Ranch Airport
05II	41.028702	-84.9972	Reichhart Airport
05IL	41.156700134277344	-88.0167007446289	Classic Landings Airport
05IN	39.641998291015625	-86.50420379638672	Cooper Airport
05IS	39.72589874267578	-89.26399993896484	Hardy Airport
05KS	37.26620101928711	-95.95919799804688	Darbro Field
05KT	38.187091	-84.93011	High Point Farm Airport
05KY	37.53575	-84.407303	Cartersville Airport
05LA	32.265301	-91.6978	Greg's Flying Service Airport
05LL	41.749228	-87.935783	Midwest Heliport
05LS	31.252148	-92.47569	Grass Roots Airport
05M	34.71979	-97.214237	Pauls Valley General Hospital Heliport
05MA	42.691200256347656	-70.91230010986328	Bentley Heliport
05MD	39.244232	-76.198661	Breezecroft Airport
05ME	44.65700149536133	-67.55919647216797	Drisko Airport
05MI	42.236433	-83.276421	Beaumont Hospital Taylor Heliport
05MN	47.5175001	-92.2302778	Northern Pines Medical Center Heliport
05MO	36.429798	-89.680099	Portageville Community Heliport
05MS	32.32973	-90.16273	VA Medical Center Jackson Heliport
05MT	45.815368	-111.152163	Jones Landing Airport
05NC	34.008099	-78.2911	Brunswick Community Hospital Heliport
05NE	41.7221984863	-98.3089981079	Mc Kay Airport
05NH	42.92390060424805	-70.95140075683594	Stumpfield Heliport
05NJ	40.7140007019043	-74.03150177001953	Paulus Hook Pier Heliport
05NV	39.0311	-114.088219	Baker Ranches Airport
05NY	43.551998138427734	-76.09020233154297	Oswego County At Pulaski Heliport
05OG	44.059531	-123.118951	Drill Field Pad Heliport
05OH	40.184513	-81.920564	Eaglecrest Field
05OI	41.28839874267578	-81.96260070800781	Dorlon Airpark
05OK	35.8534	-97.567497	Hawk Haven Airport
05OR	45.44428	-117.34722	Peacock Ranch Airport
05PA	39.9548	-75.178201	PECO Mob. Heliport
05PN	40.30009841918945	-76.85800170898438	State Police Area Iii Heliport
05PS	40.143075	-77.86221	Mills Brothers Airport
05S	45.85150146484375	-123.24199676513672	Vernonia Airfield
05TA	29.809099197387695	-96.26509857177734	Brandes Air Field
05TE	30.72209930419922	-97.79139709472656	Hilde-Griff Field
05TN	35.556998	-89.552903	Thurmond Glenn Field
05TS	33.12929916381836	-97.35859680175781	Dew Drop Airport
05TX	32.128974	-97.404582	Circle A Ranch Airport
05UT	37.033626	-110.315778	Oljato Airport
05V	37.41109848022461	-105.552001953125	Blanca Airport
05VA	37.22420120239258	-78.4186019897461	Providence Airport
05VT	45.013301849365234	-73.08670043945312	Port of Highgate Springs Heliport
05WA	47.64820098876953	-117.41400146484375	Sacred Heart Medical Center Helistop
05WI	42.651100158691406	-88.74590301513672	Ames Private Airport
05WN	48.702222	-118.0475	Flat Creek Field
05XA	35.863631	-101.970944	Moore County Hospital District Heliport
05XS	33.07929992675781	-91.54319763183594	Johnson Memorial Airport
05Y	46.30379867553711	-95.43949890136719	Henning Municipal Airport
06AA	60.540256	-150.813827	Twisted Sisters Airport
06AK	61.627619	-149.575331	June Lake Airpark
06AL	31.388399124145508	-85.97239685058594	Brown Stagefield Army Heliport
06AR	35.544498443603516	-92.18489837646484	Bondair Airport
06AZ	33.287759	-111.751454	Mercy Gilbert Medical Center Heliport
06B	44.907001	-68.805	Lucky Landing Marina and Seaplane Base
06CA	34.868942	-116.832024	SCE Solar I Heliport
06CL	35.15719985961914	-118.28900146484375	Abc7-Tv Heliport
06CO	37.385754	-103.691482	Jecan Airport
06FA	26.90839958190918	-80.32890319824219	William P Gwinn Airport
06FD	28.641700744628906	-81.88500213623047	Grass Roots Airpark
06FL	27.953527	-82.806222	Morton Plant Hospital Heliport
06GA	33.75339889526367	-84.16210174560547	Smith Heliport
06I	38.43339920043945	-86.69110107421875	Patoka Reservoir Landing Area Seaplane Base
06IA	41.841400146484375	-91.83429718017578	Rich Field
06ID	43.46269989013672	-116.35900115966797	Larkin Airport
06IL	41.5994987487793	-88.86990356445312	Humm Airport
06IS	40.5463981628418	-91.27429962158203	Sinele Strip
06KS	37.69580078125	-97.37249755859375	Riverside Hospital Airlift Heliport
06KY	37.525902	-83.344901	Falcon Heliport
06LA	29.84606	-90.03216	Panther Helicopters Inc Heliport
06LL	41.872301	-88.491982	Hammersmith Heliport
06LS	30.70789909362793	-91.32019805908203	Tembec Heliport
06MA	42.69060134887695	-71.60900115966797	The Barn Heliport
06MD	39.291401	-76.546303	Johns Hopkins Bayview Hospital Heliport
06ME	44.415247	-70.844275	Barker Heliport
06MI	42.251025	-84.391319	Henry Ford Jackson Hospital Heliport
06MO	39.23059844970703	-94.80439758300781	Noahs Ark Airport
06MT	48.558696	-112.117095	Torgerson Airport
06N	41.431999	-74.391602	Randall Airport
06NC	34.82749938964844	-78.9302978515625	Tailwinds Airport
06ND	46.7489013671875	-101.66899871826172	Fitterer's Strip
06NE	40.68000030517578	-95.86170196533203	St Marys Hospital Heliport
06NH	42.92839813232422	-70.97309875488281	Cole Farm Airport
06NJ	39.950102	-74.999603	Chemical Bank - New Jersey Na Heliport
06NV	39.098333	-114.150277	Silver Creek Airport
06NY	42.836797	-76.437614	Murphy Field
06O1	41.11479949951172	-80.65699768066406	Saint Elizabeth Medical Center Heliport
06OH	41.50979995727539	-80.59120178222656	Hal Joy Airfield
06OI	39.734798431396484	-84.3822021484375	Green Acres Airport
06OK	36.54169845581055	-94.83360290527344	Albert Lodge Heliport
06OR	45.4650993347168	-123.08000183105469	Hayden Mountain Airport
06PA	41.995792	-78.288152	Freefall Oz Airport
06PN	40.382733	-76.772533	Schiavoni Heliport
06PS	40.40230178833008	-79.92130279541016	Cherokee Island Castle Heliport
06R	29.941065	-96.245298	Grawunder Field
06SN	37.581088	-97.2575	Beyer Farm Airport
06TA	30.90850067138672	-97.11689758300781	Glaser Field
06TE	30.312700271606445	-95.02690124511719	Ainsworth Airport
06TN	35.69729995727539	-86.95690155029297	Hunter STOLport
06TS	32.120701	-96.179101	Roscoe Mc Connico Airport
06TT	30.860024	-100.201996	6 Mile Airpark
06TX	30.057919	-95.812489	Diamond N Ranch Airport
06VA	38.249000549316406	-78.85530090332031	Mount Horeb Field
06WA	47.68629837036133	-117.197998046875	N A Degerstrom Yard Heliport
06WI	45.662701	-92.450203	Young Private Airport
06WN	46.92499923706055	-122.5530014038086	Western Airpark
06XA	33.445914	-96.57079	J & W Windy Hill Airport
06XS	33.322933	-97.045019	Campbell Field
06Y	45.83000183105469	-96.16059875488281	Herman Municipal Airport
07AA	61.695964	-149.954903	Pan Lake Strip Airport
07AL	31.125200271606445	-85.9791030883789	Tac X Stagefield Army Heliport
07AR	35.194339	-92.802473	Morrilton Airport
07AZ	33.5667	-112.069	John C Lincoln Hospital Heliport
07B	44.448001861572266	-68.5697021484375	Blue Hill Airport
07CA	35.138949	-119.451463	West Side Hospital Heliport
07CL	39.49769973754883	-121.77100372314453	Richvale Airport
07CO	39.26359939575195	-104.427001953125	Comanche Creek Airport
07CT	41.4529	-72.249603	TNT Heliport
07D	43.064499	-82.723801	Tackaberry Airport
07FA	25.325399398804	-80.274803161621	Ocean Reef Club Airport
07FD	30.417999	-83.283796	Flying G Ranch STOLport
07FL	26.6054	-81.859497	Southwest Florida Regional Medical Center Heliport
07GA	33.674263	-83.764637	Alcovy Airport
07I	39.05870056152344	-86.44609832763672	Lake Monroe Seaplane Base
07IA	40.647888	-95.02135	Hoskins Landing
07ID	42.274991	-113.301229	Interstate Airport
07II	39.01060104370117	-85.64080047607422	St Vincent Jennings Hospital Heliport
